idArrival;arrTrain;arrTime;arrSeq;jointArr;linkedDep;cat;idealDwell;maxDwell;remDBM;remTBM;
Arr1;Train1;d1 04:10:00;ArrSeq2;;;Cat1;00:05:00;06:37:42;2070;72:00:00;
Arr2;Train2;d1 04:13:04;ArrSeq2;;;Cat1;00:15:00;05:08:57;2030;72:00:00;
Arr3;Train3;d1 04:19:26;ArrSeq2;;;Cat1;00:05:00;00:34:51;2400;72:00:00;
Arr4;Train4;d1 04:40:46;ArrSeq2;;;Cat1;00:15:00;08:36:29;1950;72:00:00;
Arr5;Train5;d1 04:50:51;ArrSeq2;;;Cat1;00:15:00;00:36:13;2210;72:00:00;
Arr6;Train6;d1 04:54:47;ArrSeq2;;;Cat1;00:05:00;08:29:42;2420;72:00:00;
Arr7;Train7;d1 05:15:50;ArrSeq1;;;Cat1;00:05:00;04:36:29;1830;72:00:00;
Arr8;Train8;d1 05:25:54;ArrSeq1;;;Cat1;00:15:00;05:58:24;2320;72:00:00;
Arr9;Train9;d1 05:36:14;ArrSeq2;;;Cat1;00:05:00;02:06:00;1750;72:00:00;
Arr10;Train10;d1 05:45:03;ArrSeq2;;;Cat1;00:05:00;05:40:32;1500;72:00:00;
Arr11;Train11;d1 05:56:02;ArrSeq1;;;Cat1;00:15:00;01:49:21;2080;72:00:00;
Arr12;Train12;d1 06:07:04;ArrSeq2;;;Cat1;00:15:00;00:26:36;1510;72:00:00;
Arr13;Train13;d1 06:17:06;ArrSeq1;;;Cat1;00:05:00;06:10:04;2410;72:00:00;
Arr14;Train14;d1 06:28:30;ArrSeq1;;;Cat1;00:05:00;04:18:29;1930;72:00:00;
Arr15;Train15;d1 06:59:10;ArrSeq1;;;Cat1;00:05:00;03:27:33;1710;72:00:00;
Arr16;Train16;d1 07:43:31;ArrSeq2;;;Cat1;00:05:00;00:13:10;2250;72:00:00;
Arr17;Train17;d1 08:04:08;ArrSeq1;;;Cat1;00:05:00;07:04:52;2150;72:00:00;
Arr18;Train18;d1 08:44:12;ArrSeq2;;;Cat1;00:05:00;06:57:32;1790;72:00:00;
Arr19;Train19;d1 09:01:39;ArrSeq1;;;Cat1;00:05:00;08:37:22;1530;72:00:00;
Arr20;Train20;d1 09:03:06;ArrSeq2;;;Cat1;00:15:00;04:49:54;1800;72:00:00;
Arr21;Train21;d1 09:24:34;ArrSeq1;;;Cat1;00:15:00;01:42:52;1920;72:00:00;
Arr22;Train22;d1 10:01:19;ArrSeq2;;;Cat1;00:15:00;02:28:40;1930;72:00:00;
Arr23;Train23;d1 10:14:40;ArrSeq1;;;Cat1;00:15:00;04:24:21;2190;72:00:00;
Arr24;Train24;d1 10:20:58;ArrSeq2;;;Cat1;00:15:00;00:56:37;2070;72:00:00;
Arr25;Train25;d1 10:33:19;ArrSeq1;;;Cat1;00:15:00;07:09:37;1790;72:00:00;
Arr26;Train26;d1 11:00:39;ArrSeq1;;;Cat1;00:15:00;01:24:51;1730;72:00:00;
Arr27;Train27;d1 11:47:32;ArrSeq1;;;Cat1;00:05:00;00:11:58;2490;72:00:00;
Arr28;Train28;d1 12:02:08;ArrSeq1;;;Cat1;00:05:00;07:30:52;1690;72:00:00;
Arr29;Train29;d1 13:03:05;ArrSeq1;;;Cat1;00:15:00;04:02:14;1910;72:00:00;
Arr30;Train30;d1 14:04:12;ArrSeq1;;;Cat1;00:15:00;08:29:03;2170;72:00:00;
Arr31;Train31;d1 14:15:50;ArrSeq1;;;Cat1;00:15:00;02:30:18;2040;72:00:00;
Arr32;Train32;d1 15:03:08;ArrSeq2;;;Cat1;00:05:00;03:36:14;1740;72:00:00;
Arr33;Train33;d1 16:02:05;ArrSeq2;;;Cat1;00:15:00;02:28:34;1590;72:00:00;
Arr34;Train34;d1 17:01:38;ArrSeq2;;;Cat1;00:15:00;08:46:00;2440;72:00:00;
Arr35;Train35;d1 17:18:34;ArrSeq2;;;Cat1;00:15:00;08:31:23;1740;72:00:00;
Arr36;Train36;d1 17:32:42;ArrSeq1;;;Cat1;00:15:00;05:09:35;2340;72:00:00;
Arr37;Train37;d1 17:53:57;ArrSeq2;;;Cat1;00:15:00;08:36:46;2200;72:00:00;
Arr38;Train38;d1 18:25:25;ArrSeq2;;;Cat1;00:15:00;07:25:46;1940;72:00:00;
Arr39;Train39;d1 19:00:38;ArrSeq1;;;Cat1;00:05:00;08:43:05;1820;72:00:00;
Arr40;Train40;d1 19:10:13;ArrSeq1;;;Cat1;00:15:00;04:24:10;2280;72:00:00;
Arr41;Train41;d1 19:12:31;ArrSeq2;;;Cat1;00:15:00;02:12:20;1970;72:00:00;
Arr42;Train42;d1 19:36:50;ArrSeq1;;;Cat1;00:15:00;07:16:48;2210;72:00:00;
Arr43;Train43;d1 19:52:52;ArrSeq1;;;Cat1;00:05:00;08:40:39;1740;72:00:00;
Arr44;Train44;d1 20:00:22;ArrSeq2;;;Cat1;00:15:00;08:15:26;1810;72:00:00;
Arr45;Train45;d1 21:01:51;ArrSeq1;;;Cat1;00:15:00;06:19:15;1830;72:00:00;
Arr46;Train46;d1 21:31:58;ArrSeq1;;;Cat1;00:15:00;02:09:25;2160;72:00:00;
Arr47;Train47;d1 22:00:37;ArrSeq1;;;Cat1;00:05:00;01:53:56;2460;72:00:00;
Arr48;Train48;d1 22:14:28;ArrSeq1;;;Cat1;00:05:00;03:44:50;1680;72:00:00;
Arr49;Train49;d1 22:19:32;ArrSeq1;;;Cat1;00:05:00;01:24:43;1590;72:00:00;
Arr50;Train50;d1 22:22:22;ArrSeq2;;;Cat1;00:15:00;08:27:23;1690;72:00:00;
Arr51;Train51;d1 22:28:42;ArrSeq1;;;Cat1;00:15:00;01:54:13;1870;72:00:00;
Arr52;Train52;d1 22:31:53;ArrSeq2;;;Cat1;00:15:00;05:51:45;2140;72:00:00;
Arr53;Train53;d1 22:34:11;ArrSeq2;;;Cat1;00:15:00;07:54:20;2420;72:00:00;
Arr54;Train54;d1 22:40:16;ArrSeq2;;;Cat1;00:05:00;01:47:52;1810;72:00:00;
Arr55;Train55;d1 22:43:20;ArrSeq1;;;Cat1;00:05:00;08:55:21;2400;72:00:00;
Arr56;Train56;d1 22:45:51;ArrSeq2;;;Cat1;00:05:00;03:15:24;1540;72:00:00;
Arr57;Train57;d1 22:56:15;ArrSeq2;;;Cat1;00:05:00;08:58:54;2180;72:00:00;
Arr58;Train58;d1 23:00:13;ArrSeq1;;;Cat1;00:15:00;06:36:20;1670;72:00:00;
Arr59;Train59;d1 23:03:25;ArrSeq2;;;Cat1;00:15:00;03:01:09;2290;72:00:00;
Arr60;Train60;d1 23:09:44;ArrSeq2;;;Cat1;00:15:00;01:59:52;1990;72:00:00;
Arr61;Train61;d1 23:17:44;ArrSeq1;;;Cat1;00:15:00;00:28:04;1600;72:00:00;
Arr62;Train62;d1 23:21:46;ArrSeq1;;;Cat1;00:05:00;08:24:03;1880;72:00:00;
Arr63;Train63;d1 23:24:52;ArrSeq2;;;Cat1;00:15:00;01:54:38;1780;72:00:00;
Arr64;Train64;d1 23:28:31;ArrSeq1;;;Cat1;00:05:00;00:12:45;2330;72:00:00;
Arr65;Train65;d1 23:30:35;ArrSeq2;;;Cat1;00:15:00;00:34:16;2330;72:00:00;
Arr66;Train66;d1 23:38:48;ArrSeq2;;;Cat1;00:15:00;07:56:12;1720;72:00:00;
Arr67;Train67;d1 23:43:26;ArrSeq1;;;Cat1;00:15:00;06:44:48;2330;72:00:00;
Arr68;Train68;d1 23:47:41;ArrSeq2;;;Cat1;00:05:00;07:49:37;1770;72:00:00;
Arr69;Train69;d1 23:54:59;ArrSeq1;;;Cat1;00:15:00;03:22:12;1800;72:00:00;
Arr70;Train70;d1 23:59:59;ArrSeq1;;;Cat1;00:15:00;06:16:50;1900;72:00:00;
