arr/dep;platform;
Arr1;Platform5;
Arr1;Platform6;
Arr1;Platform7;
Arr1;Platform8;
Arr1;Platform9;
Arr1;Platform10;
Arr1;Platform11;
Arr1;Platform12;
Arr1;Platform13;
Arr1;Platform14;
Arr1;Platform15;
Arr1;Platform16;
Arr2;Platform4;
Arr2;Platform5;
Arr2;Platform6;
Arr2;Platform7;
Arr2;Platform8;
Arr2;Platform9;
Arr2;Platform10;
Arr2;Platform11;
Arr2;Platform12;
Arr2;Platform13;
Arr2;Platform14;
Arr2;Platform15;
Arr3;Platform2;
Arr3;Platform3;
Arr3;Platform4;
Arr3;Platform5;
Arr3;Platform6;
Arr3;Platform7;
Arr3;Platform8;
Arr3;Platform9;
Arr3;Platform10;
Arr3;Platform11;
Arr3;Platform12;
Arr3;Platform13;
Arr3;Platform14;
Arr3;Platform15;
Arr3;Platform16;
Arr4;Platform7;
Arr4;Platform8;
Arr4;Platform9;
Arr4;Platform10;
Arr4;Platform11;
Arr4;Platform12;
Arr4;Platform13;
Arr4;Platform14;
Arr5;Platform2;
Arr5;Platform3;
Arr5;Platform4;
Arr5;Platform5;
Arr5;Platform6;
Arr5;Platform7;
Arr5;Platform8;
Arr5;Platform9;
Arr5;Platform10;
Arr5;Platform11;
Arr5;Platform12;
Arr5;Platform13;
Arr5;Platform14;
Arr5;Platform15;
Arr5;Platform16;
Arr6;Platform5;
Arr6;Platform6;
Arr6;Platform7;
Arr6;Platform8;
Arr6;Platform9;
Arr6;Platform10;
Arr6;Platform11;
Arr6;Platform12;
Arr6;Platform13;
Arr6;Platform14;
Arr6;Platform15;
Arr6;Platform16;
Arr7;Platform5;
Arr7;Platform6;
Arr7;Platform7;
Arr7;Platform8;
Arr7;Platform9;
Arr7;Platform10;
Arr7;Platform11;
Arr7;Platform12;
Arr8;Platform2;
Arr8;Platform3;
Arr8;Platform4;
Arr8;Platform5;
Arr8;Platform6;
Arr8;Platform7;
Arr8;Platform8;
Arr8;Platform9;
Arr8;Platform10;
Arr8;Platform11;
Arr9;Platform4;
Arr9;Platform5;
Arr9;Platform6;
Arr9;Platform7;
Arr9;Platform8;
Arr9;Platform9;
Arr9;Platform10;
Arr9;Platform11;
Arr9;Platform12;
Arr10;Platform5;
Arr10;Platform6;
Arr10;Platform7;
Arr10;Platform8;
Arr10;Platform9;
Arr10;Platform10;
Arr10;Platform11;
Arr10;Platform12;
Arr10;Platform13;
Arr10;Platform14;
Arr11;Platform2;
Arr11;Platform3;
Arr11;Platform4;
Arr11;Platform5;
Arr11;Platform6;
Arr11;Platform7;
Arr11;Platform8;
Arr11;Platform9;
Arr11;Platform10;
Arr11;Platform11;
Arr11;Platform12;
Arr11;Platform13;
Arr11;Platform14;
Arr11;Platform15;
Arr11;Platform16;
Arr12;Platform3;
Arr12;Platform4;
Arr12;Platform5;
Arr12;Platform6;
Arr12;Platform7;
Arr12;Platform8;
Arr12;Platform9;
Arr12;Platform10;
Arr12;Platform11;
Arr12;Platform12;
Arr12;Platform13;
Arr13;Platform2;
Arr13;Platform3;
Arr13;Platform4;
Arr13;Platform5;
Arr13;Platform6;
Arr13;Platform7;
Arr13;Platform8;
Arr13;Platform9;
Arr13;Platform10;
Arr13;Platform11;
Arr13;Platform12;
Arr13;Platform13;
Arr13;Platform14;
Arr13;Platform15;
Arr13;Platform16;
Arr14;Platform2;
Arr14;Platform3;
Arr14;Platform4;
Arr14;Platform5;
Arr14;Platform6;
Arr14;Platform7;
Arr14;Platform8;
Arr14;Platform9;
Arr14;Platform10;
Arr14;Platform11;
