idArrival;arrTrain;arrTime;arrSeq;jointArr;linkedDep;cat;idealDwell;maxDwell;remDBM;remTBM;
Arr1;Train1;d1 01:35:41;ArrSeq1;;;Cat1;00:15:00;03:42:20;2310;72:00:00;
Arr2;Train2;d1 01:37:44;ArrSeq1;;;Cat1;00:15:00;00:27:08;1630;72:00:00;
Arr3;Train3;d1 02:46:58;ArrSeq2;;;Cat1;00:15:00;02:33:38;2390;72:00:00;
Arr4;Train4;d1 03:56:58;ArrSeq2;;;Cat1;00:05:00;08:21:58;1870;72:00:00;
Arr5;Train5;d1 04:18:00;ArrSeq2;;;Cat1;00:15:00;00:14:36;2130;72:00:00;
Arr6;Train6;d1 04:20:20;ArrSeq2;;;Cat1;00:05:00;00:22:33;1860;72:00:00;
Arr7;Train7;d1 04:49:00;ArrSeq1;;;Cat1;00:15:00;06:50:30;2000;72:00:00;
Arr8;Train8;d1 05:00:00;ArrSeq1;;;Cat1;00:15:00;08:30:08;1980;72:00:00;
Arr9;Train9;d1 05:03:39;ArrSeq1;;;Cat1;00:15:00;07:12:17;1830;72:00:00;
Arr10;Train10;d1 05:07:00;ArrSeq1;;;Cat1;00:05:00;06:52:57;2280;72:00:00;
Arr11;Train11;d1 06:45:59;ArrSeq2;;;Cat1;00:05:00;05:19:12;2270;72:00:00;
Arr12;Train12;d1 06:57:59;ArrSeq1;;;Cat1;00:05:00;03:58:12;2260;72:00:00;
Arr13;Train13;d1 07:00:59;ArrSeq1;;;Cat1;00:05:00;02:30:59;1660;72:00:00;
Arr14;Train14;d1 07:12:59;ArrSeq2;;;Cat1;00:05:00;03:44:24;2290;72:00:00;
Arr15;Train15;d1 07:36:59;ArrSeq2;;;Cat1;00:15:00;03:34:34;2280;72:00:00;
Arr16;Train16;d1 07:48:59;ArrSeq1;;;Cat1;00:05:00;01:05:58;2410;72:00:00;
Arr17;Train17;d1 08:23:59;ArrSeq2;;;Cat1;00:05:00;07:14:37;2280;72:00:00;
Arr18;Train18;d1 08:30:59;ArrSeq2;;;Cat1;00:15:00;03:03:03;2470;72:00:00;
Arr19;Train19;d1 08:33:59;ArrSeq2;;;Cat1;00:15:00;05:29:18;2200;72:00:00;
Arr20;Train20;d1 08:50:59;ArrSeq1;;;Cat1;00:05:00;02:36:29;1890;72:00:00;
Arr21;Train21;d1 09:49:59;ArrSeq1;;;Cat1;00:05:00;01:07:27;2330;72:00:00;
Arr22;Train22;d1 09:59:50;ArrSeq1;;;Cat1;00:15:00;03:32:30;1550;72:00:00;
Arr23;Train23;d1 10:55:59;ArrSeq2;;;Cat1;00:15:00;06:38:18;1790;72:00:00;
Arr24;Train24;d1 11:13:05;ArrSeq1;;;Cat1;00:05:00;03:57:29;2010;72:00:00;
Arr25;Train25;d1 11:37:00;ArrSeq1;;;Cat1;00:15:00;03:15:06;2360;72:00:00;
Arr26;Train26;d1 11:58:06;ArrSeq2;;;Cat1;00:15:00;03:34:22;2130;72:00:00;
Arr27;Train27;d1 12:12:00;ArrSeq1;;;Cat1;00:05:00;01:43:24;1500;72:00:00;
Arr28;Train28;d1 12:30:59;ArrSeq1;;;Cat1;00:15:00;00:01:48;1720;72:00:00;
Arr29;Train29;d1 13:45:00;ArrSeq1;;;Cat1;00:05:00;00:54:18;1610;72:00:00;
Arr30;Train30;d1 14:30:00;ArrSeq2;;;Cat1;00:15:00;00:25:40;1570;72:00:00;
